ENTREZID,ENSEMBL,SYMBOL,GENENAME,logFC,AveExpr,t,P.Value,adj.P.Val,B
6427,ENSG00000161547,SRSF2,serine and arginine rich splicing factor 2,-1.313250329,6.534254396,-11.01945928,0.000127132,0.002591459,1.203482889
9958,ENSG00000135655,USP15,ubiquitin specific peptidase 15,-1.371326428,4.777651351,-11.01253555,0.000127508,0.002597262,1.342501524
54942,ENSG00000119328,ABITRAM,actin binding transcription modulator,-0.742160568,4.962858004,-11.00343642,0.000128004,0.002602623,1.304170429
284083,NA,NA,NA,-3.008636057,-3.710746531,-10.9200587,0.000128008,0.002602623,1.744093297
644943,ENSG00000189431,RASSF10,Ras association domain family member 10,2.492935154,-3.981234923,10.6063078,0.000128156,0.002602623,1.729425608
79783,ENSG00000175600,SUGCT,succinyl-CoA:glutarate-CoA transferase,1.505776983,2.170537831,11.00014901,0.000128184,0.002602623,1.774081638
135398,ENSG00000197261,C6orf141,chromosome 6 open reading frame 141,-2.119213952,0.599576662,-10.99634015,0.000128393,0.002602623,1.976673148
23322,ENSG00000103494,RPGRIP1L,RPGRIP1 like,-1.241179775,3.962514427,-10.99609809,0.000128406,0.002602623,1.443901209
10297,ENSG00000115266,APC2,APC regulator of WNT signaling pathway 2,0.922148311,3.789624121,10.99598182,0.000128413,0.002602623,1.461054719
692085,ENSG00000206620,SNORD45C,"small nucleolar RNA, C/D box 45C",-3.078796143,-0.282107889,-10.99416074,0.000128513,0.002602792,1.988129088
5681,ENSG00000159792,PSKH1,protein serine kinase H1,0.609218377,5.149586159,10.98770824,0.000128868,0.002608123,1.276061844
57479,ENSG00000126464,PRR12,proline rich 12,0.784814042,6.3187624,10.98603685,0.00012896,0.002608129,1.192201123
60437,ENSG00000124215,CDH26,cadherin 26,-2.352188437,0.720466539,-10.9796113,0.000129315,0.00261267,1.965574915
105377368,NA,NA,NA,3.493477998,-3.485217967,10.97864576,0.000129368,0.00261267,1.753194891
201232,ENSG00000174327,SLC16A13,solute carrier family 16 member 13,1.227911668,5.5582901,10.97118806,0.000129782,0.002615619,1.239981571
10424,ENSG00000164040,PGRMC2,progesterone receptor membrane component 2,0.738356956,6.279981715,10.97106042,0.000129789,0.002615619,1.186381674
134285,ENSG00000157111,TMEM171,transmembrane protein 171,1.434285431,3.684626081,10.97017646,0.000129838,0.002615619,1.482563885
100128822,ENSG00000261455,LINC01003,long intergenic non-protein coding RNA 1003,1.688522211,3.11371692,10.96937721,0.000129883,0.002615619,1.59582373
79577,ENSG00000134371,CDC73,cell division cycle 73,-0.561016723,5.774333865,-10.96771402,0.000129975,0.002615628,1.215232184
9133,ENSG00000157456,CCNB2,cyclin B2,-0.813581825,4.925933992,-10.96264223,0.000130258,0.002619463,1.288543115
10040,ENSG00000141198,TOM1L1,target of myb1 like 1 membrane trafficking protein,-0.479216283,5.979276907,-10.81093575,0.000130771,0.002625179,1.173632492
1195,ENSG00000013441,CLK1,CDC like kinase 1,-1.721084118,4.662286906,-10.95341288,0.000130775,0.002625179,1.338931242
9648,ENSG00000135968,GCC2,GRIP and coiled-coil domain containing 2,-1.348690077,5.613720981,-10.95136359,0.00013089,0.002625179,1.227720637
8974,ENSG00000072682,P4HA2,prolyl 4-hydroxylase subunit alpha 2,1.269843725,5.05677821,10.95096417,0.000130912,0.002625179,1.277181628
64901,ENSG00000204764,RANBP17,RAN binding protein 17,-1.43619976,2.921928919,-10.94716725,0.000131126,0.002627604,1.610585421
55224,ENSG00000143845,ETNK2,ethanolamine kinase 2,1.257746442,4.890396356,10.94304816,0.000131358,0.002629607,1.290924127
100874092,ENSG00000223791,UBE2E1-AS1,UBE2E1 antisense RNA 1,3.064380545,-1.619262291,10.94210708,0.000131411,0.002629607,1.906599899
6780,ENSG00000124214,STAU1,staufen double-stranded RNA binding protein 1,-0.406757738,8.075459694,-10.67302309,0.000131728,0.002634098,1.075847165
271,ENSG00000116337,AMPD2,adenosine monophosphate deaminase 2,0.705324459,5.69900777,10.9311703,0.00013203,0.002637007,1.202921477
10142,ENSG00000127914,AKAP9,A-kinase anchoring protein 9,-1.205136744,5.513053938,-10.92887289,0.00013216,0.002637007,1.222483127
9076,ENSG00000163347,CLDN1,claudin 1,1.316641594,7.08110622,10.92770485,0.000132227,0.002637007,1.134504086
57703,ENSG00000163510,CWC22,CWC22 spliceosome associated protein homolog,-0.824788045,5.396561752,-10.92738051,0.000132245,0.002637007,1.226227675
6670,ENSG00000172845,SP3,Sp3 transcription factor,-0.936731118,6.643611343,-10.91556578,0.000132919,0.002647684,1.142099422
23558,ENSG00000132471,WBP2,WW domain binding protein 2,1.357368702,6.92651279,10.91472395,0.000132967,0.002647684,1.133948657
100505839,ENSG00000280693,SH3PXD2A-AS1,SH3PXD2A antisense RNA 1,-2.098068713,3.011743966,-10.90847983,0.000133325,0.002652951,1.607572504
374666,NA,WASH3P,"WASP family homolog 3, pseudogene",-0.588261151,3.711840254,-10.65366998,0.000133437,0.002653319,1.387485677
25777,ENSG00000100242,SUN2,Sad1 and UNC84 domain containing 2,0.766540403,8.118449676,10.90440571,0.000133559,0.002653368,1.097819344
10174,ENSG00000120896,SORBS3,sorbin and SH3 domain containing 3,0.759813712,5.706884168,10.90241993,0.000133673,0.002653368,1.188172841
79758,ENSG00000102796,DHRS12,dehydrogenase/reductase 12,1.560711132,2.944634419,10.90127188,0.00013374,0.002653368,1.587747216
79846,ENSG00000105792,CFAP69,cilia and flagella associated protein 69,-2.354948997,2.941250502,-10.89999627,0.000133813,0.002653368,1.631731988
196528,ENSG00000189079,ARID2,AT-rich interaction domain 2,-1.724467522,4.937411302,-10.89188474,0.000134282,0.002660207,1.273873332
55729,ENSG00000171681,ATF7IP,activating transcription factor 7 interacting protein,-1.72668173,5.804406918,-10.89078768,0.000134345,0.002660207,1.188924618
22870,ENSG00000105063,PPP6R1,protein phosphatase 6 regulatory subunit 1,0.499621885,9.037549737,10.88820863,0.000134495,0.002660508,1.080852189
6498,ENSG00000136603,SKIL,SKI like proto-oncogene,-0.809680402,6.339864447,-10.88729397,0.000134548,0.002660508,1.141405684
9321,ENSG00000100815,TRIP11,thyroid hormone receptor interactor 11,-1.36632582,5.203913707,-10.88463759,0.000134702,0.002661706,1.231463156
3190,ENSG00000165119,HNRNPK,heterogeneous nuclear ribonucleoprotein K,0.353104597,9.32808449,10.43160145,0.000135039,0.002662292,1.007516483
54896,ENSG00000040487,SLC66A1,solute carrier family 66 member 1,0.619552884,3.788437575,10.723367,0.000135141,0.002662292,1.373882185
23318,ENSG00000134744,TUT4,terminal uridylyl transferase 4,-1.33546732,6.267915354,-10.87457493,0.000135289,0.002662292,1.143958273
10666,ENSG00000150637,CD226,CD226 molecule,-3.290274422,-3.575741688,-10.87348316,0.000135353,0.002662292,1.71089585
191585,ENSG00000280109,PLAC4,placenta enriched 4,-3.290274422,-3.575741688,-10.87348316,0.000135353,0.002662292,1.71089585
55582,ENSG00000165115,KIF27,kinesin family member 27,-1.028974528,3.204473624,-10.87337432,0.000135359,0.002662292,1.506028362
27440,ENSG00000069998,HDHD5,haloacid dehalogenase like hydrolase domain containing 5,1.642137348,5.233291624,10.87287189,0.000135388,0.002662292,1.228439575
55355,ENSG00000123485,HJURP,Holliday junction recognition protein,-0.725351229,4.489039964,-10.86141762,0.00013606,0.002673652,1.28724135
54431,ENSG00000077232,DNAJC10,DnaJ heat shock protein family (Hsp40) member C10,-0.566947253,7.35765266,-10.8567081,0.000136338,0.00267725,1.085871188
2624,ENSG00000179348,GATA2,GATA binding protein 2,0.533343918,5.918625915,10.85278504,0.000136569,0.00267829,1.146907149
55507,ENSG00000111291,GPRC5D,G protein-coupled receptor class C group 5 member D,-2.234740474,-0.474916829,-10.84965371,0.000136754,0.00267829,1.926325702
54926,ENSG00000107341,UBE2R2,ubiquitin conjugating enzyme E2 R2,0.754035093,7.002092148,10.84825253,0.000136837,0.00267829,1.092208542
5654,ENSG00000166033,HTRA1,HtrA serine peptidase 1,4.091290885,-3.184616593,10.84812178,0.000136845,0.00267829,1.734369839
1212,ENSG00000175416,CLTB,clathrin light chain B,1.663914752,7.488436061,10.84783374,0.000136862,0.00267829,1.084745962
159090,ENSG00000156504,PABIR2,PABIR family member 2,-0.495810476,6.767173198,-10.81804883,0.000137547,0.002687632,1.090763237
348995,ENSG00000120253,NUP43,nucleoporin 43,-0.545879145,6.16276399,-10.83352339,0.000137713,0.002687632,1.122133117
91179,ENSG00000244486,SCARF2,scavenger receptor class F member 2,3.330473854,0.335536095,10.83287165,0.000137752,0.002687632,1.922080921
414060,ENSG00000278299,TBC1D3C,TBC1 domain family member 3C,-2.754729034,-3.839902105,-10.63424526,0.000137766,0.002687632,1.680668646
23161,ENSG00000071189,SNX13,sorting nexin 13,-1.039811276,5.23304412,-10.83185357,0.000137813,0.002687632,1.19548559
83931,ENSG00000196182,STK40,serine/threonine kinase 40,0.623750402,5.86916942,10.82550675,0.000138193,0.002691831,1.136704342
29956,ENSG00000143418,CERS2,ceramide synthase 2,0.417519376,6.809516756,10.57305291,0.000138309,0.002691831,1.047880613
4848,ENSG00000111596,CNOT2,CCR4-NOT transcription complex subunit 2,-0.813246998,5.822774273,-10.82019247,0.000138511,0.002691831,1.138587226
8334,ENSG00000180573,H2AC6,H2A clustered histone 6,0.582997606,4.497256049,10.75660627,0.000138577,0.002691831,1.253109858
92856,ENSG00000136718,IMP4,IMP U3 small nucleolar ribonucleoprotein 4,0.767810902,5.336484989,10.81801173,0.000138643,0.002691831,1.174850895
23753,ENSG00000128228,SDF2L1,stromal cell derived factor 2 like 1,2.39759282,4.836262532,10.81800556,0.000138643,0.002691831,1.274733498
285429,ENSG00000182308,DCAF4L1,DDB1 and CUL4 associated factor 4 like 1,-1.879681266,0.06478525,-10.81719743,0.000138692,0.002691831,1.915096577
729887,NA,NA,NA,2.48118411,-1.101270595,10.8155673,0.00013879,0.002691896,1.890729474
3200,ENSG00000105997,HOXA3,homeobox A3,-0.564639249,2.168612251,-10.23359969,0.000138885,0.002691902,1.584430694
284,ENSG00000154188,ANGPT1,angiopoietin 1,-0.965247961,1.006411937,-10.27537547,0.000139133,0.002694876,1.786759479
4862,ENSG00000170485,NPAS2,neuronal PAS domain protein 2,-0.638728096,6.506724681,-10.80658674,0.000139332,0.002696888,1.090515787
57396,ENSG00000113240,CLK4,CDC like kinase 4,-1.850896247,3.009570494,-10.80336214,0.000139527,0.00269883,1.542952767
64342,ENSG00000118960,HS1BP3,HCLS1 binding protein 3,1.009883102,4.263089489,10.80162182,0.000139633,0.002699033,1.293151287
55592,ENSG00000290571,GOLGA2P5,GOLGA2 pseudogene 5,-2.018196743,3.421643551,-10.79723981,0.000139899,0.002700897,1.472727957
23523,ENSG00000099991,CABIN1,calcineurin binding protein 1,1.518285724,7.224100007,10.79690375,0.00013992,0.002700897,1.065048526
3949,ENSG00000130164,LDLR,low density lipoprotein receptor,0.922290355,8.020014648,10.79188773,0.000140225,0.002704956,1.041799878
9575,ENSG00000134852,CLOCK,clock circadian regulator,-1.461808629,4.981355104,-10.78160363,0.000140854,0.002715244,1.204695425
283624,ENSG00000258441,LINC00641,long intergenic non-protein coding RNA 641,-2.613137555,3.008491115,-10.77098479,0.000141507,0.002725981,1.572095607
55062,ENSG00000070540,WIPI1,"WD repeat domain, phosphoinositide interacting 1",1.61551368,3.46035205,10.76008045,0.000142181,0.002735051,1.424630412
51340,ENSG00000101343,CRNKL1,crooked neck pre-mRNA splicing factor 1,-0.867592688,4.895337521,-10.75961817,0.00014221,0.002735051,1.189533962
5723,ENSG00000146733,PSPH,phosphoserine phosphatase,-0.834946202,8.48811992,-10.75811333,0.000142304,0.002735051,1.018955788
91289,ENSG00000100258,LMF2,lipase maturation factor 2,0.639136583,5.069627965,10.75715125,0.000142363,0.002735051,1.166830685
29959,ENSG00000115216,NRBP1,nuclear receptor binding protein 1,0.704782321,6.536268073,10.74980151,0.000142821,0.002740659,1.060152715
2826,ENSG00000184451,CCR10,C-C motif chemokine receptor 10,2.144513379,2.69970784,10.74935918,0.000142848,0.002740659,1.586958061
9751,ENSG00000101298,SNPH,syntaphilin,0.972999245,4.360920714,10.74059322,0.000143396,0.002749314,1.247343212
8986,ENSG00000162302,RPS6KA4,ribosomal protein S6 kinase A4,0.835994485,6.138461566,10.73752454,0.000143589,0.002750228,1.075835414
84141,ENSG00000115363,EVA1A,"eva-1 homolog A, regulator of programmed cell death",2.349037767,2.24263881,10.73674454,0.000143638,0.002750228,1.672510252
54536,ENSG00000138190,EXOC6,exocyst complex component 6,-0.860119327,4.584268417,-10.72775928,0.000144203,0.002756444,1.209398762
65084,ENSG00000166575,TMEM135,transmembrane protein 135,-0.714952479,5.493370351,-10.72713789,0.000144242,0.002756444,1.114741997
7108,ENSG00000149809,TM7SF2,transmembrane 7 superfamily member 2,1.388520536,5.818129776,10.72695889,0.000144253,0.002756444,1.097418909
4245,ENSG00000131446,MGAT1,"alpha-1,3-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase",0.938430594,7.304990693,10.72443562,0.000144413,0.002757633,1.020760312
54436,ENSG00000125089,SH3TC1,SH3 domain and tetratricopeptide repeats 1,1.029012366,3.022076946,10.72213632,0.000144558,0.002758554,1.463104861
66002,ENSG00000186204,CYP4F12,cytochrome P450 family 4 subfamily F member 12,-1.745518539,2.229223312,-10.71088112,0.000145272,0.002769513,1.633709854
154141,ENSG00000172197,MBOAT1,membrane bound O-acyltransferase domain containing 1,-1.122030309,1.215304554,-10.49148011,0.000145328,0.002769513,1.748906226
89874,ENSG00000183032,SLC25A21,solute carrier family 25 member 21,-0.904079852,1.931991615,-10.47258178,0.000145474,0.002770441,1.627247287
25875,ENSG00000050426,LETMD1,LETM1 domain containing 1,-0.486230927,6.54646027,-10.65767421,0.00014613,0.002781076,1.025605843
90246,NA,LOC90246,uncharacterized LOC90246,-0.853596744,2.894128404,-10.69494779,0.00014629,0.002781188,1.469268156
54841,ENSG00000134897,BIVM,"basic, immunoglobulin-like variable motif containing",-0.565598507,3.371218867,-10.31973847,0.000146332,0.002781188,1.320669469
51364,ENSG00000004838,ZMYND10,zinc finger MYND-type containing 10,-1.850959754,0.94567486,-10.68863588,0.000146696,0.002786244,1.807250727
26471,ENSG00000176046,NUPR1,"nuclear protein 1, transcriptional regulator",2.454806469,4.588301438,10.6861075,0.000146859,0.002787474,1.244816483
389,ENSG00000155366,RHOC,ras homolog family member C,1.370002161,8.005259149,10.68394178,0.000146999,0.002788262,0.98758768
653857,ENSG00000106526,ACTR3C,actin related protein 3C,-1.179648614,2.183463133,-10.68240766,0.000147098,0.002788278,1.606351039
122809,ENSG00000180008,SOCS4,suppressor of cytokine signaling 4,-1.201141143,6.141017351,-10.68068923,0.000147209,0.002788521,1.049953738
5836,ENSG00000100504,PYGL,glycogen phosphorylase L,0.777104087,6.759993355,10.67669056,0.000147468,0.002790327,1.012951955
283422,ENSG00000180861,LINC01559,long intergenic non-protein coding RNA 1559,-4.164328153,2.140347736,-10.67387418,0.00014765,0.002790327,1.755263894
10144,ENSG00000138640,FAM13A,family with sequence similarity 13 member A,-1.397885836,3.991126339,-10.6733671,0.000147683,0.002790327,1.281704616
9101,ENSG00000138592,USP8,ubiquitin specific peptidase 8,-0.860695676,5.615881789,-10.67314969,0.000147697,0.002790327,1.078606584
783,ENSG00000165995,CACNB2,calcium voltage-gated channel auxiliary subunit beta 2,-2.35697974,-0.51730803,-10.66354882,0.000148322,0.002798784,1.847371233
11322,ENSG00000141524,TMC6,transmembrane channel like 6,0.722762499,7.167458349,10.66300757,0.000148357,0.002798784,0.991447671
80301,ENSG00000241839,PLEKHO2,pleckstrin homology domain containing O2,0.693624285,3.1517318,10.50698118,0.000148528,0.002798784,1.377346612
5930,ENSG00000122257,RBBP6,"RB binding protein 6, ubiquitin ligase",-0.680712603,6.391229562,-10.66022393,0.000148539,0.002798784,1.021028431
1476,ENSG00000160213,CSTB,cystatin B,1.367702325,8.482060107,10.65743771,0.000148721,0.002799344,0.967598275
115557,ENSG00000240771,ARHGEF25,Rho guanine nucleotide exchange factor 25,0.540385721,4.84953695,10.57456542,0.000149051,0.002799344,1.123070243
84189,ENSG00000184564,SLITRK6,SLIT and NTRK like family member 6,-2.553294182,3.803784948,-10.64858598,0.000149302,0.002799344,1.361120887
79089,ENSG00000168591,TMUB2,transmembrane and ubiquitin like domain containing 2,0.508985845,5.253122863,10.54936961,0.000149378,0.002799344,1.077394017
102723166,ENSG00000260589,STAM-DT,STAM divergent transcript,-3.973503187,-1.638138766,-10.64673838,0.000149424,0.002799344,1.787870314
81930,ENSG00000121621,KIF18A,kinesin family member 18A,-1.942643267,3.648030482,-10.64657007,0.000149435,0.002799344,1.350646575
5754,ENSG00000112655,PTK7,protein tyrosine kinase 7 (inactive),0.264058957,7.726177834,10.08086458,0.000149457,0.002799344,0.882376686
6602,ENSG00000066117,SMARCD1,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 1",-0.408583487,5.709864024,-10.29772969,0.000149526,0.002799344,1.001557258
658,ENSG00000138696,BMPR1B,bone morphogenetic protein receptor type 1B,-1.953732948,2.540605577,-10.64343473,0.000149641,0.002799344,1.555001861
130749,ENSG00000144410,CPO,carboxypeptidase O,-3.570537779,-3.426894222,-10.64265376,0.000149693,0.002799344,1.645234107
11182,ENSG00000160326,SLC2A6,solute carrier family 2 member 6,1.112845798,5.990724367,10.64249152,0.000149703,0.002799344,1.038186358
730094,ENSG00000185716,MOSMO,modulator of smoothened,-0.839458422,4.44507079,-10.6407243,0.00014982,0.002799344,1.182184779
138199,ENSG00000156017,CARNMT1,carnosine N-methyltransferase 1,-0.7926558,4.30677405,-10.63990838,0.000149874,0.002799344,1.199665236
8440,ENSG00000071051,NCK2,NCK adaptor protein 2,0.539088324,5.402603202,10.63532664,0.000149949,0.002799344,1.074206
10181,ENSG00000003756,RBM5,RNA binding motif protein 5,-0.729157743,5.807275576,-10.63161381,0.000150423,0.002804698,1.04174025
402381,ENSG00000165643,SOHLH1,spermatogenesis and oogenesis specific basic helix-loop-helix 1,2.780684667,-3.839902105,10.47575335,0.000150524,0.002804698,1.611329003
11343,ENSG00000074416,MGLL,monoglyceride lipase,1.154747643,7.036437782,10.6299698,0.000150532,0.002804698,0.981362154
10272,ENSG00000070404,FSTL3,follistatin like 3,1.732342982,5.492871699,10.62704427,0.000150727,0.002806479,1.079253651
163786,ENSG00000156876,SASS6,SAS-6 centriolar assembly protein,-1.315445476,3.409957447,-10.62389249,0.000150936,0.002808544,1.352590016
30061,ENSG00000138449,SLC40A1,solute carrier family 40 member 1,-0.55671012,3.158458391,-10.16615186,0.00015132,0.002813831,1.309162975
8175,ENSG00000104897,SF3A2,splicing factor 3a subunit 2,1.263510503,5.847943472,10.61548251,0.000151498,0.002815302,1.035720829
55845,ENSG00000254999,BRK1,BRICK1 subunit of SCAR/WAVE actin nucleating complex,0.872787707,7.23650613,10.61087544,0.000151807,0.002819193,0.963169817
